Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
HMC;1239537;USD;2021;FY;2022-03-31;2022-03-23;2023-06-23;1719961835;1719961835;129518305196;-102953966852;26564338343;-18810414804;-11805653678;-7004761125;;7753923539;1770716777;77963585;9524640316;;9524640316;-2754437442;6770202873;;6292862813;6292862813
HMC;1239537;USD;2022;FY;2023-03-31;2023-06-23;2023-06-23;1719961835;1719961835;124912193801;-100298801664;24613392137;-18845166746;-12337075019;-6508091727;;5768225390;729892702;273048548;6498118093;;6498118093;-1198727381;5299390711;;4812581328;4812581328
HMHC;651625;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;123444943;123444943;1322417000;-725437000;596980000;-676228000;-649295000;;;-79248000;-41241000;-43130000;-120489000;-11371000;-131860000;-5597000;-137457000;12833000;-124624000;-124624000
HMHC;651625;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;124152984;124152984;1211790000;-719795000;491995000;-640164000;-619811000;;;-148169000;-22365000;-26613000;-170534000;-25787000;-196321000;-3854000;-200175000;-13658000;-213833000;-213833000
HMHC;651625;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;125455487;125455487;840454000;-511224000;329230000;-466272000;-442355000;;;-137042000;-37032000;-37032000;-174074000;-308967000;-483041000;12351000;-470690000;-9148000;-479838000;-479838000
HMHC;651625;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;127674513;131652417;1050802000;-518015000;532787000;-475917000;-445660000;;;56870000;-31257000;-34921000;25613000;-20867000;4746000;-2686000;2060000;211518000;213578000;213578000
HMPT;10656558;USD;2019;FY;2019-12-31;2020-03-11;2021-03-12;138860111;138860111;430801000;;;-241136000;-21407000;;-5918000;189665000;-57942000;-57942000;131723000;-173134000;-41411000;9500000;-29210000;;-29210000;-29210000
HMPT;10656558;USD;2020;FY;2020-12-31;2021-03-12;2022-03-17;138860111;138860111;1732173000;;;-588679000;-67094000;;-5531000;1143494000;-69579000;-69579000;1073915000;-285252000;788663000;-198554000;607003000;;607003000;607003000
HMPT;10656558;USD;2021;FY;2021-12-31;2022-03-17;2023-03-09;139198000;139996000;1038347000;;;-752619000;-95476000;;-10127000;285728000;;;285728000;-76831000;208897000;-57998000;166272000;;166272000;166272000
HMPT;10656558;USD;2022;FY;2022-12-31;2023-03-09;2023-03-09;139200000;140000000;353336000;;;-423948000;-60317000;;-10700000;-70612000;;;-70612000;-108478000;-179090000;41914000;-163454000;;-163454000;-163454000
HMTV;652016;USD;2018;FY;2018-12-31;2019-03-12;2019-03-12;38986000;38986000;147079000;-42174000;104905000;-62053000;-44499000;;-16081000;42852000;-12132000;-12132000;30720000;-31246000;-526000;-10271000;-10797000;;-10906000;-10906000
HMTV;652016;USD;2019;FY;2019-12-31;2020-03-09;2021-03-15;39158000;39158000;149387000;-43138000;106249000;-58745000;-44761000;;-12533000;47504000;-11953000;-11953000;35551000;-26936000;8615000;-12086000;-3471000;;-3367000;-3367000
HMTV;652016;USD;2020;FY;2020-12-31;2021-03-15;2022-03-16;39434000;39434000;151184000;-48309000;102875000;-59344000;-44646000;;-11472000;43531000;-7109000;-10376000;36422000;-29568000;6854000;-8992000;-2138000;;-1235000;-1235000
HMTV;652016;USD;2021;FY;2021-12-31;2022-03-16;2022-03-16;39713000;39713000;195650000;-59555000;136095000;-128276000;-93813000;;-25504000;7819000;-12111000;-11983000;-4292000;20317000;16025000;-4994000;11031000;;11063000;11063000
HNGR;626019;USD;2018;FY;2018-12-31;2019-03-14;2021-03-01;36764551;36764551;1048760000;-702809000;345951000;-269909000;-109552000;;-36455000;76042000;-37566000;-37566000;38476000;-34096000;4380000;-5238000;-858000;;-858000;-858000
HNGR;626019;USD;2019;FY;2019-12-31;2020-03-11;2022-02-28;37267188;38064617;1098046000;-730687000;367359000;-302622000;-131473000;;-35925000;64737000;-34258000;-34258000;30479000;;30479000;-2954000;27525000;;27525000;27525000
HNGR;626019;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;37948796;38598330;1001150000;-667233000;333917000;-262642000;-127785000;;-34847000;71275000;-32445000;-32445000;38830000;;38830000;-638000;38192000;;38192000;38192000
HNGR;626019;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;38730468;39240974;1120488000;-752583000;367905000;-295901000;-127752000;;-32519000;72004000;-28864000;-28864000;43140000;;43140000;-1158000;41982000;;41982000;41982000
HNI;123823;USD;2018;FY;2018-12-31;2019-02-26;2021-03-02;43639000;44328000;2257895000;-1422857000;835038000;-691140000;-691140000;;;143898000;-9448000;-9448000;134450000;-15725000;118725000;-25399000;93326000;;93377000;93377000
HNI;123823;USD;2019;FY;2019-12-31;2020-02-25;2022-03-01;43101000;43495000;2246947000;-1413185000;833762000;-680049000;-680049000;;;153713000;-8628000;-8628000;145085000;-2371000;142714000;-32211000;110503000;;110505000;110505000
HNI;123823;USD;2020;FY;2020-12-31;2021-03-02;2023-02-28;42689000;42956000;1955400000;-1234200000;721200000;-620900000;-620900000;;;100300000;-7000000;-7000000;93300000;-38800000;54500000;-12500000;42000000;;42000000;42000000
HNI;123823;USD;2021;FY;2021-12-31;2022-03-01;2024-02-27;43781000;44342000;2184400000;-1427000000;757400000;-665600000;-665600000;;;91800000;-7200000;-7200000;84600000;-6300000;78300000;-18500000;59800000;;59800000;59800000
HNNA;366890;USD;2018;FY;2018-09-30;2018-11-28;2018-11-28;7808421;7890758;54590000;;;-6619000;-6388000;;-231000;47971000;-1082000;-1227000;46889000;-23496000;23393000;-2778000;20615000;;20615000;20615000
HNNA;366890;USD;2019;FY;2019-09-30;2019-12-03;2020-12-01;7757785;7771561;42715000;;;-6533000;-6308000;;-225000;36182000;-746000;-1084000;35436000;-20161000;15275000;-4244000;11031000;;11031000;11031000
HNNA;366890;USD;2020;FY;2020-09-30;2020-12-01;2021-11-24;7352495;7378729;33389000;-8820000;24569000;-5677000;-5438000;;-239000;18892000;-358000;-447000;18534000;-7573000;10961000;-3120000;7841000;;7841000;7841000
HNNA;366890;USD;2021;FY;2021-09-30;2021-11-24;2022-12-07;7364716;7431925;32760000;-9078000;23682000;-5471000;-5239000;;-232000;18211000;2000;;18213000;-7332000;10881000;-2979000;7902000;;7902000;7902000
HNNA;366890;USD;2022;FY;2022-09-30;2022-12-07;2023-12-07;7483342;7558008;29667000;-8322000;21345000;-5779000;-5036000;;-207000;15566000;-1893000;-1893000;13673000;-5727000;7946000;-1756000;6190000;;6190000;6190000
HNRG;684673;USD;2018;FY;2018-12-31;2019-03-11;2019-03-11;30074000;30074000;293557000;-215363000;78194000;-57193000;-11841000;-1185000;-44167000;21001000;-16288000;-16288000;4713000;-1167000;3546000;4075000;7621000;;7621000;7621000
HNRG;684673;USD;2019;FY;2019-12-31;2020-03-09;2021-03-09;30253000;30253000;323462000;-247866000;75596000;-62645000;-12848000;-1225000;-48572000;12951000;-15998000;-15998000;-3047000;-79154000;-82201000;22347000;-59854000;;-59854000;-59854000
HNRG;684673;USD;2020;FY;2020-12-31;2021-03-09;2022-03-28;30446000;30446000;244241000;-185957000;58284000;-52006000;-11594000;-768000;-39644000;6278000;-11976000;-13030000;-5698000;-3180000;-8878000;2658000;-6220000;;-6220000;-6220000
HNRG;684673;USD;2021;FY;2021-12-31;2022-03-28;2023-03-16;30420000;30420000;247666000;;;-254128000;-14833000;-482000;-39973000;-6462000;-7684000;-8048000;-14146000;10418000;-3728000;-26000;-3754000;;-3754000;-3754000
HNRG;684673;USD;2022;FY;2022-12-31;2023-03-16;2024-03-14;32043000;33649000;361991000;;;-330551000;-16417000;-651000;-46875000;31440000;-10569000;-11012000;20871000;-1010000;19861000;-1756000;18105000;;18105000;18105000
HNST;12444331;USD;2020;FY;2020-12-31;2021-03-28;2023-03-16;90518137;90518137;300522000;-192626000;107896000;-121436000;-115731000;-5705000;;-13540000;-837000;;-14377000;;-14377000;-89000;-14466000;;-14466000;-14466000
HNST;12444331;USD;2021;FY;2021-12-31;2022-03-28;2024-03-08;71126218;71126218;318639000;-209467000;109172000;-145998000;-138319000;-7679000;;-36826000;-1776000;;-38602000;;-38602000;-77000;-38679000;;-38679000;-38679000
HNST;12444331;USD;2022;FY;2022-12-31;2023-03-16;2024-03-08;92201806;92201806;313651000;-221336000;92315000;-142095000;-135099000;-6996000;;-49780000;871000;;-48909000;;-48909000;-110000;-49019000;;-49019000;-49019000
HOFT;985052;USD;2018;FY;2019-01-31;2019-04-19;2021-04-16;11759000;11783000;683501000;-536014000;147487000;-94312000;-91928000;;-2384000;53175000;-1085000;-1454000;52090000;-500000;51590000;-11717000;39873000;;39873000;39873000
HOFT;985052;USD;2019;FY;2020-01-31;2020-04-17;2022-04-15;11784000;11838000;610824000;-496866000;113958000;-91251000;-88867000;;-2384000;22707000;-780000;-1238000;21927000;;21927000;-4844000;17083000;;17083000;17083000
HOFT;985052;USD;2020;FY;2021-01-31;2021-04-16;2023-04-14;11818000;11818000;540081000;-426810000;113271000;-83317000;-80410000;;-2384000;29954000;-204000;-540000;29750000;-44318000;-14568000;4142000;-10426000;;-10426000;-10426000
HOFT;985052;USD;2021;FY;2022-01-31;2022-04-15;2023-04-14;11822000;11822000;593612000;-488508000;105104000;-90261000;-84475000;;-2384000;14843000;263000;-110000;15106000;;15106000;-3388000;11718000;;11718000;11718000
HOFT;985052;USD;2022;FY;2023-01-31;2023-04-14;2023-04-14;10976000;11077000;583102000;-461056000;122046000;-128079000;-95815000;;-3512000;-6033000;-103000;-519000;-6136000;-13000;-6149000;1837000;-4312000;;-4312000;-4312000
HOFV;15464871;USD;2022;FY;2022-12-31;2023-03-27;2024-03-25;5208054;5208054;15979372;;;-53969677;;;-12037374;-37990305;-4772234;-5377146;-42762539;-3405772;-46168311;;-46168311;;-45882504;-46946504
HOG;378159;USD;2018;FY;2018-12-31;2019-02-28;2021-02-23;165672000;166504000;5716875000;-3544983000;2171892000;-1258098000;-1258098000;;;913794000;-26894000;-30884000;886900000;-200271000;686629000;-155178000;531451000;;531451000;531451000
HOG;378159;USD;2019;FY;2019-12-31;2020-02-19;2022-02-25;157054000;157804000;5361789000;-3440236000;1921553000;-1199056000;-1199056000;;;722497000;1807000;-31078000;724304000;-166889000;557415000;-133780000;423635000;;423635000;423635000
HOG;378159;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;153186000;153908000;4054377000;-2682192000;1372185000;-1050627000;-1050627000;;;321558000;-25409000;-31121000;296149000;-311879000;-15730000;17028000;1298000;;1298000;1298000
HOG;378159;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;153863000;155117000;5336308000;-3243287000;2093021000;-1051589000;-1051589000;;;1041432000;-197146000;-223916000;844286000;-25049000;819237000;-169213000;650024000;;650024000;650024000
HOG;378159;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;153747000;154980000;5755130000;-3403728000;2351402000;-1079338000;-1079338000;;;1272064000;-195698000;-248888000;1076366000;-145133000;931233000;-192019000;739214000;;741408000;741408000
HOLX;362221;USD;2018;FY;2018-09-30;2018-11-20;2020-11-17;275105000;275105000;3217900000;-1521200000;1696700000;-1188700000;-910700000;-218700000;-59300000;508000000;-134800000;-142400000;373200000;-791800000;-418600000;307300000;-111300000;;-111300000;-111300000
HOLX;362221;USD;2019;FY;2019-09-30;2019-11-27;2021-11-16;269413000;269413000;3367300000;-1617700000;1749600000;-1181400000;-897200000;-232200000;-52000000;568200000;-133100000;-136200000;435100000;-692800000;-257700000;54100000;-203600000;;-203600000;-203600000
HOLX;362221;USD;2020;FY;2020-09-30;2020-11-17;2022-11-15;262727000;264613000;3776400000;-1523100000;2253300000;-1102500000;-840300000;-222500000;-39700000;1150800000;-103100000;-112200000;1047700000;-45800000;1001900000;108600000;1110500000;;1115200000;1115200000
HOLX;362221;USD;2021;FY;2021-09-30;2021-11-16;2023-11-21;254876000;257710000;5632300000;-1836500000;3795800000;-1312900000;-994400000;-276300000;-42200000;2482900000;-97600000;-92200000;2385300000;-24200000;2361100000;-491400000;1869700000;;1871500000;1871500000
HOLX;362221;USD;2022;FY;2022-09-30;2022-11-15;2023-11-21;251527000;253845000;4862800000;-1848000000;3014800000;-1366600000;-1038000000;-283400000;-45200000;1648200000;-51300000;-82200000;1596900000;-8700000;1588200000;-286200000;1302000000;;1302000000;1302000000
HOME;233408;USD;2018;FY;2019-01-31;2019-03-27;2021-03-24;62936959;66299646;1165899000;-780048000;385851000;-309816000;-303453000;;-6363000;76035000;-27056000;-27056000;48979000;;48979000;17000;48996000;;48996000;48996000
HOME;233408;USD;2019;FY;2020-01-31;2020-06-19;2021-03-24;63975633;63975633;1365035000;-977083000;387952000;-309926000;-302300000;;-7626000;78026000;-31801000;-31801000;46225000;-237488000;-191263000;-23172000;-214435000;;-214435000;-214435000
HOME;233408;USD;2020;FY;2021-01-31;2021-03-24;2021-03-24;64426355;64426355;1737063000;-1135450000;601613000;-356978000;-348203000;;-8775000;244635000;-28493000;-28493000;216142000;-323026000;-106884000;-42845000;-149729000;;-149729000;-149729000
HON;105257;USD;2018;FY;2018-12-31;2019-02-08;2021-02-12;743000000;753000000;41802000000;-29046000000;12756000000;-6051000000;-6051000000;;;6705000000;782000000;-367000000;7487000000;;7487000000;-659000000;6828000000;;6765000000;6765000000
HON;105257;USD;2019;FY;2019-12-31;2020-02-14;2021-02-12;721000000;730300000;36709000000;-24339000000;12370000000;-5519000000;-5519000000;;;6851000000;708000000;-357000000;7559000000;;7559000000;-1329000000;6230000000;;6143000000;6143000000
HON;105257;USD;2020;FY;2020-12-31;2021-02-12;2023-02-10;704100000;711200000;34392000000;-23394000000;10998000000;-4798000000;-4798000000;;;6200000000;1035000000;-343000000;7235000000;;7235000000;-1625000000;5610000000;;5542000000;5542000000
HON;105257;USD;2021;FY;2021-12-31;2022-02-11;2024-02-16;690600000;690600000;34392000000;-22061000000;12331000000;-6131000000;-4798000000;-1333000000;;6200000000;1035000000;-343000000;7235000000;;7235000000;-1625000000;5610000000;;5542000000;5542000000
HON;105257;USD;2022;FY;2022-12-31;2023-02-10;2024-02-16;692300000;700400000;35466000000;-22347000000;13119000000;-6692000000;-5214000000;-1478000000;;6427000000;-48000000;-414000000;6379000000;;6379000000;-1412000000;4967000000;;4966000000;4966000000
HOOD;1249895;USD;2020;FY;2020-12-31;2021-02-24;2023-02-27;225299165;225299165;958000000;;;-945000000;-481000000;-215000000;;13000000;;;13000000;;13000000;-6000000;7000000;;7000000;7000000
HOOD;1249895;USD;2021;FY;2021-12-31;2022-02-24;2024-02-27;859932743;859932743;1815000000;-526000000;1289000000;-2930000000;-1696000000;-1234000000;;-1641000000;1000000;;-1640000000;-2045000000;-3685000000;-2000000;-3687000000;;-3687000000;-3687000000
HOOD;1249895;USD;2022;FY;2022-12-31;2023-02-27;2024-02-27;878630024;878630024;1358000000;-464000000;894000000;-1905000000;-1027000000;-878000000;;-1011000000;-16000000;;-1027000000;;-1027000000;-1000000;-1028000000;;-1028000000;-1028000000
HOOK;1873290;USD;2018;FY;2018-12-31;2019-03-20;2021-03-18;72195007;72195007;7629000;;;-28809000;-6844000;-21965000;;-21180000;4967000;-778000;-16213000;;-16213000;-24000;-16237000;;-16237000;-16237000
HOOK;1873290;USD;2019;FY;2019-12-31;2020-03-19;2022-03-24;72195007;72195007;11942000;;;-63027000;-16715000;-46312000;;-51085000;8048000;710000;-43037000;;-43037000;0;-43037000;;-43037000;-43037000
HOOK;1873290;USD;2020;FY;2020-12-31;2021-03-18;2023-03-15;72195007;72195007;19584000;;;-72869000;-18082000;-54787000;;-53285000;9203000;-386000;-44082000;;-44082000;0;-44082000;;-44082000;-44082000
HOOK;1873290;USD;2021;FY;2021-12-31;2022-03-24;2024-03-22;72195007;72195007;18448000;;;-100122000;-17269000;-82853000;;-81674000;6010000;-871000;-75664000;;-75664000;-1000;-75665000;;-75665000;-75665000
HOOK;1873290;USD;2022;FY;2022-12-31;2023-03-15;2024-03-22;26084024;26084024;14249000;;;-87404000;-18759000;-68645000;;-73155000;8470000;946000;-64685000;;-64685000;-230000;-64915000;;-64915000;-64915000
HOUR;15539333;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;34991666;34991666;95930091;-46942770;48987321;-50906679;-50906679;;;-1919358;-20428;-144479;-1939786;;-1939786;462163;-1477623;;-1477623;-1477623
HOUS;447285;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;124000000;125300000;6079000000;-3282000000;2797000000;-2329000000;-586000000;;-195000000;468000000;-190000000;-190000000;278000000;-69000000;209000000;-65000000;140000000;;137000000;137000000
HOUS;447285;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;114200000;114200000;5870000000;-4687000000;1183000000;-803000000;-608000000;;-195000000;380000000;-250000000;-250000000;130000000;-319000000;-189000000;-14000000;-185000000;;-188000000;-188000000
HOUS;447285;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;115200000;115200000;6221000000;-5000000000;1221000000;-813000000;-627000000;;-186000000;408000000;-241000000;-246000000;167000000;-758000000;-591000000;104000000;-356000000;;-360000000;-360000000
HOUS;447285;USD;2021;FY;2021-12-31;2022-02-25;2024-02-20;116600000;120300000;7983000000;-6422000000;1561000000;-908000000;-704000000;;-204000000;653000000;-175000000;-190000000;478000000;-43000000;435000000;-133000000;350000000;;343000000;343000000
HOUS;447285;USD;2022;FY;2022-12-31;2023-02-24;2024-02-20;113800000;113800000;6908000000;-5792000000;1116000000;-854000000;-640000000;;-214000000;262000000;27000000;-113000000;289000000;-612000000;-323000000;68000000;-283000000;;-287000000;-287000000
HOV;10656478;USD;2018;FY;2018-10-31;2018-12-20;2020-12-22;5940600;6104360;1991233000;-1627240000;363993000;-265546000;-228834000;;;98447000;-79264000;-103297000;19183000;-11037000;8146000;-3626000;4520000;;4520000;4520000
HOV;10656478;USD;2019;FY;2019-10-31;2019-03-27;2022-01-04;5968000;5968000;2016916000;-1675502000;341414000;-271234000;-233148000;;;70180000;-61124000;-90056000;9056000;-48724000;-39668000;-2449000;-42117000;;-42117000;-42117000
HOV;10656478;USD;2020;FY;2020-10-31;2020-03-27;2022-12-19;6189000;6584000;2343901000;-1922816000;421085000;-282970000;-241814000;;;138115000;-87236000;-103801000;50879000;4524000;55403000;-4475000;50928000;;50928000;50928000
HP;360878;USD;2018;FY;2018-09-30;2018-11-16;2020-11-20;108851000;109387000;2487268000;-1652610000;834658000;-801226000;-199257000;-18167000;-583802000;33432000;-17124000;-16248000;16308000;-467000;15841000;477169000;493010000;-10338000;482672000;482672000
HP;360878;USD;2019;FY;2019-09-30;2019-11-15;2021-11-18;109216000;109216000;2798490000;-1803204000;995286000;-790068000;-194416000;-27467000;-562803000;205218000;-17316000;-15720000;187902000;-239124000;-51222000;18712000;-32510000;-1146000;-33656000;-33656000
HP;360878;USD;2020;FY;2020-09-30;2020-11-20;2022-11-17;108009000;108009000;1773927000;-1184788000;589139000;-676820000;-167513000;-21645000;-481885000;-87681000;-22554000;-17170000;-110235000;-526263000;-636498000;140106000;-496392000;30580000;-494497000;-494497000
HP;360878;USD;2021;FY;2021-09-30;2021-11-18;2023-11-08;107896000;107896000;1218568000;-952600000;265968000;-618783000;-172195000;-21724000;-419726000;-352815000;-8049000;-13701000;-360864000;-69007000;-429871000;103721000;-326150000;;-326150000;-326150000
HP;360878;USD;2022;FY;2022-09-30;2022-11-17;2023-11-08;105891000;106555000;2058944000;-1426589000;632355000;-616737000;-182366000;-26563000;-403170000;15618000;-11827000;-1113000;3791000;27528000;31319000;-24366000;6953000;;6953000;6953000
HPE;47023;USD;2018;FY;2018-10-31;2018-12-12;2020-12-10;1529000000;1553000000;30852000000;-21621000000;9231000000;-6882000000;-4921000000;-1667000000;-294000000;2349000000;-236000000;-274000000;2113000000;-1845000000;268000000;1744000000;2012000000;-104000000;1908000000;1908000000
HPE;47023;USD;2019;FY;2019-10-31;2019-12-13;2021-12-10;1353000000;1366000000;29135000000;-19642000000;9493000000;-7016000000;-4907000000;-1842000000;-267000000;2477000000;-157000000;-177000000;2320000000;-767000000;1553000000;-504000000;1049000000;;1049000000;1049000000
HPE;47023;USD;2020;FY;2020-10-31;2020-12-10;2022-12-08;1294000000;1294000000;26982000000;-18513000000;8469000000;-6877000000;-4624000000;-1874000000;-379000000;1592000000;-148000000;;1444000000;-1886000000;-442000000;120000000;-322000000;;-322000000;-322000000
HPE;47023;USD;2021;FY;2021-10-31;2021-12-10;2023-12-22;1309000000;1330000000;27784000000;-18408000000;9376000000;-7262000000;-4929000000;-1979000000;-354000000;2114000000;34000000;;2148000000;1439000000;3587000000;-160000000;3427000000;;3427000000;3427000000
HPE;47023;USD;2022;FY;2022-10-31;2022-12-08;2023-12-22;1309000000;1330000000;28496000000;-18990000000;9506000000;-7279000000;-4941000000;-2045000000;-293000000;2227000000;-40000000;;2187000000;-1311000000;876000000;-8000000;868000000;;868000000;868000000
HPJ;163221;USD;2018;FY;2018-12-31;2019-03-28;2019-03-28;15546644;15606177;293931961;-237056725;56875236;-42880258;-29388201;-13492057;;13994978;-1493280;-1761718;12501698;3034817;15536515;-2381934;13154581;;13154581;13154581
HPK;10384211;USD;2020;FY;2020-12-31;2021-03-15;2023-03-06;91592000;91592000;16400000;-2653000;13747000;-34346000;-2775000;-5032000;-9877000;-20599000;-2000;-8000;-20601000;-51000;-20652000;4223000;-16429000;;-16429000;-16429000
HPK;10384211;USD;2021;FY;2021-12-31;2022-03-07;2024-03-06;93127000;94772000;220124000;-25053000;195071000;-93057000;-8885000;-1549000;-65201000;102014000;-2650000;-2484000;99364000;-26901000;72463000;-16904000;55559000;;55559000;55559000
HPK;10384211;USD;2022;FY;2022-12-31;2023-03-06;2024-03-06;104738000;111164000;755686000;-69599000;686087000;-263153000;-12470000;-1149000;-177742000;422934000;-50344000;-50610000;372590000;-60375000;312215000;-75361000;236854000;;236854000;236854000
HPLTU;11819478;USD;2022;FY;2022-12-31;2023-03-14;2023-03-14;20000;20000;;;;-2001280;-2001280;;;-2001280;;;-2001280;12663460;10662180;-576513;10085667;;10085667;10085667
HPP;949692;USD;2020;FY;2020-12-31;2013-01-01;2023-02-10;153126027;153169025;804965000;;;-677343000;-77882000;;-299682000;127622000;-105635000;-109734000;21987000;-5557000;16430000;;16430000;;2046000;393000
HPP;949692;USD;2021;FY;2021-12-31;2014-01-01;2024-02-16;151618282;151943360;896835000;-335847000;560988000;-414960000;-71346000;;-343614000;146028000;-115655000;-118145000;30373000;-1361000;29012000;;29012000;;10047000;6064000
HPP;949692;USD;2022;FY;2022-12-31;2023-02-10;2024-02-16;143732433;143732433;1026224000;-413818000;612406000;-452720000;-79501000;;-373219000;159686000;-129695000;-147561000;29991000;-46508000;-16517000;;-16517000;;-34262000;-56499000
HPQ;184360;USD;2018;FY;2018-10-31;2018-12-13;2020-12-10;1615000000;1634000000;58472000000;-47803000000;10669000000;-6583000000;-5099000000;-1404000000;-80000000;4086000000;-818000000;-818000000;3268000000;-255000000;3013000000;2314000000;5327000000;;5327000000;5327000000
HPQ;184360;USD;2019;FY;2019-10-31;2019-12-12;2021-12-09;1515000000;1524000000;58756000000;-47586000000;11170000000;-6983000000;-5368000000;-1499000000;-116000000;4187000000;-1354000000;;2833000000;-310000000;2523000000;629000000;3152000000;;3152000000;3152000000
HPQ;184360;USD;2020;FY;2020-10-31;2020-12-10;2022-12-06;1413000000;1420000000;56639000000;-46202000000;10437000000;-6497000000;-4906000000;-1478000000;-113000000;3940000000;-231000000;;3709000000;-478000000;3231000000;-387000000;2844000000;;2844000000;2844000000
HPQ;184360;USD;2021;FY;2021-10-31;2021-12-09;2023-12-18;1081000000;1094000000;63460000000;-50053000000;13407000000;-7729000000;-5727000000;-1848000000;-154000000;5678000000;2209000000;;7887000000;-319000000;7568000000;-1027000000;6541000000;;6541000000;6541000000
HPQ;184360;USD;2022;FY;2022-10-31;2022-12-06;2023-12-18;1038000000;1050000000;62910000000;-50647000000;12263000000;-7145000000;-5264000000;-1653000000;-228000000;5118000000;-235000000;;4883000000;-559000000;4324000000;-1192000000;3132000000;;3132000000;3132000000
HQI;11818892;USD;2018;FY;2018-12-31;2019-04-09;2020-03-30;4853000;4855019;12329628;;;-5417608;-5325000;;-92608;6912020;170099;-19697;7082119;;7082119;-21029;7061090;56097;7117187;7117187
HQI;11818892;USD;2019;FY;2019-12-31;2020-03-30;2021-03-25;11588776;11588776;15876460;;;-13092429;-12692297;;-400132;2784031;191492;-559585;2975523;;2975523;-3480996;-505473;215494;-289979;-289979
HQI;11818892;USD;2020;FY;2020-12-31;2021-03-25;2022-03-15;13542403;13654128;13809125;;;-8829628;-8700446;;-129182;4979497;1120955;661982;6100452;;6100452;-741038;5359414;;5359414;5359414
HQI;11818892;USD;2021;FY;2021-12-31;2022-03-15;2023-03-21;13494000;13606000;22529000;;;-14879000;-13328000;;-1551000;7650000;4826000;256000;12476000;;12476000;-635000;11841000;9000;11850000;11850000
HQI;11818892;USD;2022;FY;2022-12-31;2023-03-21;2024-03-21;13654000;13721000;30952000;;;-14914000;-12874000;;-2040000;16038000;-2168000;-121000;13870000;;13870000;-1895000;11975000;483000;12458000;12458000
HQY;52958;USD;2018;FY;2019-01-31;2019-03-28;2021-03-31;61836000;63370000;287243000;-106050000;181193000;-103523000;-62537000;-35057000;-5929000;77670000;-1852000;-270000;75818000;;75818000;-1919000;73899000;;73899000;73899000
HQY;52958;USD;2019;FY;2020-01-31;2020-03-31;2022-03-31;67026000;68453000;531993000;-206084000;325909000;-216792000;-104512000;-77576000;-34704000;109117000;-33851000;-24772000;75266000;-32111000;43155000;-3491000;39664000;;39664000;39664000
HQY;52958;USD;2020;FY;2021-01-31;2021-03-31;2023-03-30;74235000;75679000;733570000;-318236000;415334000;-335330000;-134457000;-124809000;-76064000;80004000;-29874000;-34881000;50130000;-45990000;4140000;4694000;8834000;;8834000;8834000
HQY;52958;USD;2021;FY;2022-01-31;2022-03-31;2023-03-30;74235000;75679000;756556000;-332850000;423706000;-383139000;-142984000;-157364000;-82791000;40567000;-42503000;-36572000;-1936000;-64805000;-66741000;22452000;-44289000;;-44289000;-44289000
HQY;52958;USD;2022;FY;2023-01-31;2023-03-30;2023-03-30;84442000;84442000;861748000;-371657000;490091000;-452438000;-164477000;-193375000;-94586000;37653000;-47153000;-48424000;-9500000;-28596000;-38096000;11953000;-26143000;;-26143000;-26143000
HR;949686;USD;2018;FY;2018-12-31;2019-02-13;2021-02-10;206065000;210061000;450389000;-170506000;279883000;-198712000;-34511000;;-164201000;81171000;-52267000;-52804000;28904000;40867000;69771000;;69771000;;69771000;69771000
HR;949686;USD;2019;FY;2019-12-31;2020-02-12;2022-02-22;205720000;209605000;470298000;-180005000;290293000;-212685000;-34826000;;-177859000;77608000;-56165000;-55435000;21443000;17742000;39185000;;39185000;;39185000;39185000
HR;949686;USD;2020;FY;2020-12-31;2021-02-10;2022-02-22;218078000;221666000;499629000;-196514000;303115000;-221139000;-30704000;;-190435000;81976000;-56078000;-56174000;25898000;46297000;72195000;;72195000;;72195000;72195000
HR;949686;USD;2021;FY;2021-12-31;2022-02-22;2022-02-22;218820000;222811000;534817000;-212273000;322544000;-236866000;-34152000;;-202714000;85678000;-53928000;-53124000;31750000;34909000;66659000;;66659000;;66659000;66659000
